AptName,TargetFullName,Target,UniProt,logFC,AveExpr,t,P.Value,adj.P.Val,B
seq.24289.1,Coiled-coil domain-containing transmembrane protein C7orf53,CG053,Q8N8F7,-0.019914909,11.7588423,-0.187346949,0.853369039,0.991531681,-4.769921153
seq.24487.95,Biogenesis of lysosome-related organelles complex 1 subunit 3,BL1S3,Q6QNY0,-0.031069683,11.11665646,-0.187248283,0.853445317,0.991531681,-4.769927025
seq.7861.9,Tyrosine-protein kinase transmembrane receptor ROR2,ROR2,Q01974,0.029401112,11.70585783,0.187220229,0.853467005,0.991531681,-4.769928694
seq.8393.121,Cathepsin F,CATF,Q9UBX1,-0.014636937,9.519351039,-0.187053026,0.853596274,0.991531681,-4.769938637
seq.9507.55,Fibroblast growth factor-binding protein 1,FGFP1,Q14512,-0.075861197,9.404910946,-0.186827355,0.853770752,0.991531681,-4.769952043
seq.6633.43,Uroplakin-3b-like protein,UPK3L,B0FP48,0.022243101,10.89763252,0.186726121,0.853849025,0.991531681,-4.769958051
seq.6969.14,WAP four-disulfide core domain protein 5,WFDC5,Q8TCV5,-0.027725145,9.043778377,-0.186701489,0.85386807,0.991531681,-4.769959513
seq.25053.1,Cytoplasmic dynein 1 light intermediate chain 2,DC1L2,O43237,0.025933264,11.6089003,0.185925627,0.854468003,0.991831214,-4.770005448
seq.24645.2,Bridging integrator 3,BIN3,Q9NQY0,-0.018384367,8.552644374,-0.185893746,0.854492657,0.991831214,-4.770007331
seq.5534.49,Tumor necrosis factor receptor superfamily member 10B:Extracellular domain; TNFR-Cys domains 1-3,TRAIL R2:ECD,O14763,-0.019494435,9.93455746,-0.18576004,0.854596055,0.991831214,-4.770015227
seq.10699.52,Prolow-density lipoprotein receptor-related protein 1,LRP1,Q07954,-0.028155308,8.830689497,-0.185545215,0.854762189,0.991831214,-4.770027901
seq.8406.17,Insulin-like growth factor I,IGF-I,P05019,-0.041327868,7.990883635,-0.184955996,0.855217896,0.991831214,-4.770062588
seq.10506.53,Membrane-associated progesterone receptor component 2,PGRC2,O15173,0.046776933,11.00481549,0.184953685,0.855219684,0.991831214,-4.770062724
seq.8235.48,Secretogranin-1,SCG1,P05060,0.023378384,9.490347676,0.184543656,0.855536834,0.991831214,-4.770086797
seq.24465.28,synovial sarcoma; X breakpoint 4,SSX4,O60224,0.019929392,9.099970983,0.184431312,0.855623735,0.991831214,-4.770093384
seq.5664.57,Beta-defensin 106,D106A,Q8N104,0.026573624,9.517212413,0.184184515,0.855814645,0.991831214,-4.770107839
seq.14032.2,Vascular endothelial growth factor A; isoform 121,VEGF121,P15692,0.051786315,11.69396541,0.184074812,0.855899508,0.991831214,-4.770114259
seq.9050.170,Arginine/serine-rich protein 1,CA063,Q9BUV0,0.022131526,9.259291428,0.183928303,0.856012847,0.991831214,-4.770122826
seq.3431.54,Ephrin type-A receptor 1,EphA1,P21709,-0.039944337,13.73996583,-0.183782813,0.856125401,0.991831214,-4.770131327
seq.6267.51,Stathmin-4,STMN4,Q9H169,-0.068397483,10.7692988,-0.1834238,0.856403153,0.991831214,-4.770152275
seq.5739.75,Keratinocyte differentiation-associated protein,KTDAP,P60985,-0.033066639,12.62573236,-0.183340686,0.856467457,0.991831214,-4.770157119
seq.10453.7,Carcinoembryonic antigen-related cell adhesion molecule 20,CEA20,Q6UY09,-0.026174222,7.608636086,-0.183234647,0.8565495,0.991831214,-4.770163295
seq.21504.41,Eukaryotic translation initiation factor 2C 2,I2C2,Q9UKV8,-0.164452218,12.41519497,-0.183188629,0.856585105,0.991831214,-4.770165975
seq.21492.19,Clusterin-like protein 1,CLUL1,Q15846,-0.048163497,10.88462426,-0.183185221,0.856587741,0.991831214,-4.770166173
seq.25957.5,Sex-determining region Y protein,SRY,Q05066,-0.025975648,9.662037298,-0.183005797,0.856726568,0.991831214,-4.770176614
seq.7144.234,Kazal-type serine protease inhibitor domain-containing protein 1,KAZD1,Q96I82,-0.025591904,9.978784711,-0.182883239,0.856821397,0.991831214,-4.77018374
seq.4472.5,Tropomyosin beta chain,Tropomyosin 2,P07951,0.057239363,11.53765022,0.182534249,0.857091441,0.991831214,-4.770204004
seq.3440.7,Granzyme A,granzyme A,P12544,-0.073472337,11.26036394,-0.18243234,0.857170301,0.991831214,-4.770209915
seq.6453.70,Leukocyte immunoglobulin-like receptor subfamily B member 4,LIRB4,Q8NHJ6,0.026676185,10.79023188,0.182338829,0.857242663,0.991831214,-4.770215335
seq.18257.64,Signal recognition particle 19 kDa protein,SRP19,P09132,-0.084887799,13.16375843,-0.181939219,0.857551911,0.991831214,-4.770238467
seq.8383.20,Uncharacterized protein C11orf94,CK094,C9JXX5,-0.015337731,10.07342205,-0.181845664,0.857624314,0.991831214,-4.770243875
seq.8045.3,Killer cell immunoglobulin-like receptor 3DL3:Cytoplasmic domain,KI3L3:CD,Q8N743,-0.056059855,9.318507651,-0.181647158,0.857777944,0.991831214,-4.770255342
seq.22491.10,LIM domain-binding protein 2,LDB2,O43679,-0.021296356,10.60798387,-0.181315353,0.85803475,0.991831214,-4.77027448
seq.12453.161,Nuclear RNA export factor 1,NXF1,Q9UBU9,0.023335111,9.843819835,0.181298293,0.858047955,0.991831214,-4.770275463
seq.19147.6,Galactoside-binding soluble lectin 13,PP13,Q9UHV8,0.011294906,11.21938054,0.180991637,0.858285313,0.991831214,-4.770293118
seq.10075.75,Acyl-CoA-binding domain-containing protein 6,ACBD6,Q9BR61,-0.025081527,7.824641125,-0.180922044,0.858339181,0.991831214,-4.770297121
seq.15635.4,SPARC-related modular calcium-binding protein 2,SMOC2,Q9H3U7,0.062217377,9.791205537,0.180662364,0.858540192,0.991831214,-4.770312042
seq.9030.56,Uncharacterized protein C17orf89,CQ089,A1L188,0.02850396,10.32339577,0.180519794,0.858650556,0.991831214,-4.770320225
seq.9363.11,Cancer/testis antigen 55,CX048,Q8WUE5,-0.032761793,10.32642634,-0.179942527,0.859097449,0.991831214,-4.770353293
seq.23330.12,Uncharacterized protein C22orf13,CV013,Q96NT3,0.017817235,10.02161262,0.179681912,0.859299222,0.991831214,-4.770368188
seq.5735.54,C1GALT1-specific chaperone 1,C1GLC,Q96EU7,0.02764874,11.26822713,0.179659228,0.859316784,0.991831214,-4.770369483
seq.22579.93,Neurexin-1-beta,NRX1B,P58400,0.024184666,9.719409166,0.17959014,0.859370275,0.991831214,-4.770373428
seq.4280.47,Proteasome subunit alpha type-2,PSA2,P25787,-0.043427315,9.540326795,-0.179554283,0.859398037,0.991831214,-4.770375474
seq.12367.52,Macoilin,MACOI,Q8N5G2,-0.020937598,8.207722475,-0.179496573,0.85944272,0.991831214,-4.770378767
seq.12391.27,PDZ domain-containing protein 7,PDZD7,Q9H5P4,-0.044415245,9.693883025,-0.179434356,0.859490892,0.991831214,-4.770382316
seq.20585.5,CMRF35-like molecule 9,CLM9,Q6UXG3,0.040731554,11.66194594,0.179307921,0.859588788,0.991831214,-4.770389525
seq.7808.5,D-glucuronyl C5-epimerase,GLCE,O94923,0.026601199,11.50569176,0.179219211,0.859657476,0.991831214,-4.770394579
seq.20534.6,Scavenger receptor class B member 1,SCRB1,Q8WTV0,0.038565,10.39021634,0.178868878,0.859928749,0.991831214,-4.770414516
seq.15499.11,Attractin,Attractin,O75882,0.029977037,10.45073351,0.17850757,0.860208538,0.991831214,-4.770435037
seq.13405.61,Serine protease inhibitor Kazal-type 2,ISK2,P20155,-0.036319933,9.193107872,-0.178486084,0.860225177,0.991831214,-4.770436256
seq.14260.112,Neuroepithelial cell-transforming gene 1 protein,ARHG8,Q7Z628,-0.015217602,9.205900128,-0.178321323,0.860352771,0.991831214,-4.770445599
seq.8842.16,GRAM domain-containing protein 1C,GRM1C,Q8IYS0,-0.023868993,10.90151698,-0.178000116,0.860601532,0.991831214,-4.770463789
seq.20165.4,Dihydropyrimidinase,DPYS,Q14117,0.024895427,11.89490095,0.177992298,0.860607587,0.991831214,-4.770464232
seq.3360.50,Serine/threonine-protein kinase Chk2,Chk2,O96017,-0.060042376,9.053362097,-0.177709505,0.86082661,0.991831214,-4.770480218
seq.24931.9,Epidermal growth factor receptor kinase substrate 8-like protein 3,ES8L3,Q8TE67,0.023859578,9.502142354,0.177495207,0.860992592,0.991831214,-4.770492316
seq.9378.6,Fibrinogen C domain-containing protein 1,FBCD1,Q8N539,0.016971523,10.25560777,0.177420984,0.861050082,0.991831214,-4.770496503
seq.8750.46,Vinculin,Vinculin,P18206,-0.012804349,10.10511257,-0.177357502,0.861099253,0.991831214,-4.770500082
seq.21220.11,GTP-binding protein SAR1b,SAR1B,Q9Y6B6,0.018374004,11.59771918,0.177124542,0.861279701,0.991831214,-4.770513207
seq.13961.18,Kinesin-like protein KIF3A,KIF3A,Q9Y496,-0.017729417,14.27747278,-0.176491289,0.861770251,0.991831214,-4.770548797
seq.25453.57,Ropporin-1B,ROP1B,Q9BZX4,0.015253361,11.65314474,0.176154499,0.862031169,0.991831214,-4.770567674
seq.12895.28,Diacylglycerol kinase beta,DGKB,Q9Y6T7,-0.019496355,10.5756653,-0.176147427,0.862036649,0.991831214,-4.77056807
seq.2605.49,Tumor necrosis factor receptor superfamily member 8,CD30,P28908,-0.024409312,11.07009486,-0.175950134,0.862189504,0.991831214,-4.770579111
seq.9319.59,Transmembrane emp24 domain-containing protein 4,TMED4,Q7Z7H5,-0.018504577,8.809951366,-0.17587346,0.862248909,0.991831214,-4.770583398
seq.9315.16,Mitochondrial ubiquitin ligase activator of NFKB 1:Mitochindrial intermembrane domain,MUL1:MIMD,Q969V5,0.087687461,12.34235072,0.175791532,0.862312386,0.991831214,-4.770587978
seq.10081.17,DNA-binding protein SATB2,SATB2,Q9UPW6,-0.022948259,9.679579843,-0.175728336,0.86236135,0.991831214,-4.770591509
seq.8654.13,Disintegrin and metalloproteinase domain-containing protein 10:Cytoplasmic domain,ADAM 10:CD,O14672,0.027522644,10.88305782,0.175653218,0.862419552,0.991831214,-4.770595704
seq.5227.60,[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1; mitochondrial,PDK1,Q15118,-0.026053666,10.03994137,-0.175621762,0.862443926,0.991831214,-4.77059746
seq.6248.68,Tumor necrosis factor receptor superfamily member 6,Fas; soluble,P25445,-0.018288361,9.62656898,-0.175503773,0.862535347,0.991831214,-4.770604045
seq.7198.197,Glycosaminoglycan xylosylkinase,FA20B,O75063,0.023146788,10.51175965,0.175120142,0.862832609,0.991831214,-4.770625424
seq.7089.42,Synaptotagmin-11,SYT11,Q9BT88,-0.015311669,9.580277332,-0.175095211,0.862851928,0.991831214,-4.770626812
seq.10940.25,Sarcalumenin,SRCA,Q86TD4,0.03828364,10.34932966,0.175024338,0.862906848,0.991831214,-4.770630756
seq.15381.45,Discoidin domain-containing receptor 2,Discoidin domain receptor 2,Q16832,-0.022286634,9.506626864,-0.174705137,0.863154206,0.991831214,-4.7706485
seq.3344.60,Antithrombin-III,Antithrombin III,P01008,-0.018393335,16.68346093,-0.174067767,0.863648166,0.991831214,-4.770683833
seq.20442.12,Calcipressin-3,RCAN3,Q9UKA8,0.036064895,12.94733913,0.173902884,0.86377596,0.991831214,-4.770692953
seq.13990.1,Pyruvate carboxylase; mitochondrial,pyruvate carboxylase,P11498,-0.01884926,10.13512701,-0.173748319,0.863895759,0.991831214,-4.770701494
seq.9074.6,Fatty acid hydroxylase domain-containing protein 2,CE004,Q96IV6,0.014964172,9.908920414,0.173617906,0.863996842,0.991831214,-4.770708695
seq.9959.60,Transmembrane protein 59-like,TM59L,Q9UK28,-0.028153855,12.06882335,-0.172896116,0.864556343,0.991831214,-4.770748451
seq.11638.42,Beta-1;3-galactosyltransferase 2,B3GT2,O43825,-0.029130968,10.92914175,-0.172827689,0.864609388,0.991831214,-4.770752211
seq.5594.87,LDLR chaperone MESD,MESD2,Q14696,-0.029988385,10.70358376,-0.172643473,0.864752199,0.991831214,-4.770762327
seq.13744.37,Interleukin-3 receptor subunit alpha,IL-3 Ra,P26951,0.044795113,12.14476196,0.172127477,0.86515224,0.991831214,-4.770790606
seq.12368.18,Histone acetyltransferase KAT2B,PCAF,Q92831,-0.023712637,9.670471547,-0.172064041,0.865201423,0.991831214,-4.770794077
seq.15427.35,Lysyl oxidase homolog 3,LOXL3,P58215,0.057757967,13.91275269,0.17204443,0.865216627,0.991831214,-4.770795149
seq.8263.64,TYMS opposite strand protein,CR056,Q8TAI1,0.041315504,12.35979263,0.171901851,0.865327174,0.991831214,-4.770802945
seq.8681.93,Membrane-associated progesterone receptor component 2:N-term; Isoform 2,PGRC2:N-term,O15173,-0.042377948,10.38500141,-0.171842031,0.865373556,0.991831214,-4.770806213
seq.14047.78,Brain-derived neurotrophic factor,BDNF,P23560,-0.048226509,14.32422792,-0.171376642,0.865734413,0.991831214,-4.770831604
seq.10630.5,Oxidoreductase HTATIP2,HTAI2,Q9BUP3,-0.052965786,10.60872755,-0.171220679,0.865855352,0.991831214,-4.770840098
seq.10855.55,Plexin-B2,PLXB2,O15031,0.093634233,12.11298708,0.171194364,0.865875758,0.991831214,-4.77084153
seq.21507.48,COMM domain-containing protein 8,COMD8,Q9NX08,-0.041279993,11.35217953,-0.171192482,0.865877218,0.991831214,-4.770841633
seq.25921.3,Inhibin a subunit,Inhibin a subunit,P05111,-0.021185365,11.91962858,-0.170790555,0.866188902,0.991831214,-4.770863483
seq.4159.130,Complement factor H,Factor H,P08603,-0.020189236,17.04450115,-0.170773644,0.866202017,0.991831214,-4.770864401
seq.4543.65,Collagen alpha-1(XXIII) chain,CONA1,Q86Y22,-0.016927761,9.880389846,-0.170678767,0.866275595,0.991831214,-4.770869551
seq.23659.2,Basic leucine zipper and W2 domain-containing protein 2,BZW2,Q9Y6E2,-0.069349431,10.60664384,-0.170459913,0.866445323,0.991831214,-4.770881419
seq.17835.28,Annexin A13,ANX13,P27216,-0.040330318,9.728531033,-0.170178465,0.866663606,0.991831214,-4.77089666
seq.23559.10,DDRGK domain-containing protein 1,DDRGK,Q96HY6,-0.044591335,13.08121428,-0.170162407,0.86667606,0.991831214,-4.770897528
seq.17411.55,Ubiquitin recognition factor in ER-associated degradation protein 1,UFD1,Q92890,-0.074191468,11.01284079,-0.170123113,0.866706536,0.991831214,-4.770899654
seq.3730.81,Tumor necrosis factor receptor superfamily member 4,TNR4,P43489,0.014410309,10.30466398,0.169849826,0.866918502,0.991831214,-4.770914424
seq.14030.21,Tumor necrosis factor ligand superfamily member 4,OX40 Ligand,P23510,-0.028468449,10.65139601,-0.169599472,0.867112689,0.991831214,-4.770927933
seq.20996.107,Succinate dehydrogenase assembly factor 1; mitochondrial,SDHF1,A6NFY7,0.017447117,11.07780012,0.16957641,0.867130578,0.991831214,-4.770929177
seq.14097.86,Carbohydrate sulfotransferase 15,ST4S6,Q7LFX5,-0.023758621,11.09306598,-0.169239729,0.867391739,0.991831214,-4.770947311
seq.11363.58,Aquaporin-4,AQP4,P55087,0.0359366,11.1334465,0.169234713,0.867395631,0.991831214,-4.770947581
seq.25102.23,Elongator complex protein 1,ELP1,O95163,0.022319064,12.15694849,0.169129298,0.867477404,0.991831214,-4.770953252
seq.7184.13,Carcinoembryonic antigen-related cell adhesion molecule 7,CEAM7,Q14002,-0.014996611,9.689707373,-0.168861922,0.867684821,0.991831214,-4.770967618
seq.21290.66,Checkpoint protein HUS1,HUS1,O60921,-0.030353809,15.50731926,-0.168704869,0.86780666,0.991831214,-4.770976046
seq.25257.162,Oligodendrocyte transcription factor 1,OLIG1,Q8TAK6,-0.015140026,10.3319194,-0.168700682,0.867809908,0.991831214,-4.770976271
seq.10616.67,Podocalyxin-like protein 2,PDXL2,Q9NZ53,-0.02477845,9.585392832,-0.168367783,0.868068176,0.991831214,-4.77099411
seq.20401.19,Protein BUD31 homolog,BUD31,P41223,-0.021386504,10.98210006,-0.168314914,0.868109194,0.991831214,-4.770996939
seq.9350.3,Follistatin-related protein 4,FSTL4,Q6MZW2,0.024308479,10.09980696,0.168280177,0.868136145,0.991831214,-4.770998798
seq.19545.145,Oxidized Protein deglycase DJ-1,Oxidized PARK7,Q99497,-0.032723431,11.91550546,-0.168058769,0.868307927,0.991831214,-4.771010637
seq.3289.19,Carbonic anhydrase-related protein 10,Carbonic Anhydrase X,Q9NS85,-0.03992827,10.24657749,-0.167840085,0.868477603,0.991831214,-4.771022315
seq.16614.27,R-spondin-1,RSPO1,Q2MKA7,0.035905312,11.44817197,0.167721849,0.868569344,0.991831214,-4.771028622
seq.7130.4,Leukocyte-associated immunoglobulin-like receptor 2,LAIR2,Q6ISS4,-0.016701219,8.711869831,-0.16758122,0.868678464,0.991831214,-4.771036119
seq.16302.11,BPI fold-containing family A member 2,SPLC2,Q96DR5,-0.034325373,11.70489935,-0.167504592,0.868737923,0.991831214,-4.771040201
seq.14069.61,Carbonic anhydrase 4,Carbonic Anhydrase IV,P22748,0.020204147,10.58712858,0.167397993,0.86882064,0.991831214,-4.771045877
seq.11371.1,Probable G-protein coupled receptor 101,GP101,Q96P66,-0.064512685,10.96033691,-0.167081991,0.869065855,0.991831214,-4.77106268
seq.21306.7,HAUS augmin-like complex subunit 1,HAUS1,Q96CS2,0.068332411,11.01572906,0.166898385,0.869208338,0.991831214,-4.771072429
seq.20519.7,CD6,CD6,P30203,0.012516928,8.891596478,0.166850467,0.869245525,0.991831214,-4.771074972
seq.12707.26,Dihydropyrimidinase-related protein 3,DPYL3,Q14195,-0.026207615,10.4880518,-0.166483572,0.869530261,0.991831214,-4.771094416
seq.11537.12,Transferrin receptor protein 2,TFR2,Q9UP52,0.023204142,10.25008664,0.166441664,0.869562786,0.991831214,-4.771096634
seq.8390.25,Cytochrome c oxidase subunit 7A1; mitochondrial,CX7A1,P24310,-0.019068711,10.70991335,-0.166271042,0.869695208,0.991831214,-4.771105659
seq.5006.71,Mitogen-activated protein kinase 13,MK13,O15264,-0.017812248,9.147800035,-0.166162772,0.86977924,0.991831214,-4.771111382
seq.8061.102,Protein FAM171B:Cytoplasmic domain,F171B:CD,Q6P995,0.014761653,8.546959813,0.165888403,0.869992193,0.991831214,-4.771125866
seq.13451.2,Fibronectin type III domain-containing protein 4,FNDC4,Q9H6D8,0.038608074,10.32786099,0.165713326,0.870128085,0.991831214,-4.771135096
seq.5752.63,Sushi domain-containing protein 3,SUSD3,Q96L08,-0.024374302,9.514662214,-0.165428147,0.870349447,0.991831214,-4.77115011
seq.23567.37,Guanine nucleotide-binding protein G(q) subunit alpha,GNAQ,P50148,0.035219156,13.62137307,0.165331573,0.870424412,0.991831214,-4.771155189
seq.20408.11,Mitochondrial import receptor subunit TOM20 homolog,TOM20,Q15388,0.027484027,11.34960157,0.16524019,0.870495349,0.991831214,-4.771159992
seq.25083.26,Protein diaphanous homolog 1,Diaphanous-related formin-1,O60610,0.041476284,11.445966,0.165112184,0.870594716,0.991831214,-4.771166715
seq.4131.72,Fibronectin,Fibronectin,P02751,0.041385887,13.65233777,0.16498034,0.870697065,0.991831214,-4.771173635
seq.21327.12,Modulator of retrovirus infection homolog,MRI,Q9BWK5,-0.023817317,8.541712205,-0.164818932,0.870822368,0.991831214,-4.771182098
seq.8994.65,SLAM family member 8,SLAMF8,Q9P0V8,0.024686537,9.745777254,0.164810933,0.870828578,0.991831214,-4.771182518
seq.5107.7,Neurogenic locus notch homolog protein 1,Notch 1,P46531,0.023632893,13.98049683,0.16461763,0.870978646,0.991831214,-4.771192642
seq.12960.9,Glucokinase,HXK4,P35557,0.028088123,15.00544452,0.164591431,0.870998985,0.991831214,-4.771194013
seq.12497.29,Tudor-interacting repair regulator protein,SDOS,Q9BRJ7,-0.056189098,12.07343845,-0.16396764,0.871483291,0.992095465,-4.7712266
seq.13530.5,Urotensin-2 receptor,UR2R,Q9UKP6,-0.021465275,10.35343789,-0.163912124,0.871526396,0.992095465,-4.771229494
seq.8854.59,Ribonucleoside-diphosphate reductase subunit M2 B,RIR2B,Q7LG56,0.020966855,11.33747895,0.163692224,0.871697139,0.992095465,-4.771240948
seq.15339.32,Cofilin-2,COF2,Q9Y281,0.044675756,11.8536498,0.163591335,0.871775477,0.992095465,-4.771246199
seq.8786.6,Protein FAM171B:Extracellular domain,F171B:ECD,Q6P995,-0.024590601,9.074936779,-0.163166864,0.872105085,0.99217652,-4.771268252
seq.11465.4,Probable G-protein coupled receptor 135,GP135,Q8IZ08,-0.020964465,9.447112162,-0.163149019,0.872118942,0.99217652,-4.771269178
seq.5754.76,Insulin-like peptide INSL6,INSL6,Q9Y581,-0.021923854,9.34014888,-0.162726236,0.872447263,0.992395147,-4.771291084
seq.21161.16,rRNA methyltransferase 2; mitochondrial,MRM2,Q9UI43,0.012934419,9.144092595,0.162266065,0.872804646,0.992646757,-4.771314863
seq.16927.9,Coagulation factor XIII,Coagulation factor XIII,P00488|P05160,-0.024126047,14.55278738,-0.161399109,0.873478026,0.993122179,-4.771359481
seq.20464.7,Putative KHDC1-like protein,KHDCL,Q5JSQ8,0.020936719,8.827352804,0.161377039,0.87349517,0.993122179,-4.771360614
seq.7045.4,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,BNIP3,Q12983,-0.012619544,9.55375125,-0.161007449,0.873782268,0.993212923,-4.77137956
seq.22120.4,DDB1- and CUL4-associated factor 11,DCA11,Q8TEB1,-0.021123664,11.06063386,-0.160923469,0.873847507,0.993212923,-4.771383859
seq.12681.63,Ubiquitin carboxyl-terminal hydrolase 21,UBP21,Q9UK80,0.025915822,12.1128754,0.159812525,0.874710611,0.993257993,-4.771440519
seq.25126.19,E3 ubiquitin-protein ligase HECW2,HECW2,Q9P2P5,0.019371852,10.63884268,0.159498834,0.87495435,0.993257993,-4.771456447
seq.8775.61,Protein FAM24B,FA24B,Q8N5W8,0.027321474,10.10344517,0.159334822,0.875081794,0.993257993,-4.771464762
seq.15678.71,Dickkopf-related protein 2,DKK2,Q9UBU2,0.035366572,15.62837775,0.159133095,0.875238547,0.993257993,-4.771474978
seq.20533.39,Interleukin-35,IL-35,P29459|Q14213,-0.05519257,15.16215857,-0.158949303,0.875381369,0.993257993,-4.771484275
seq.5593.11,Protein disulfide-isomerase A5,PDIA5,Q14554,-0.06131364,12.85763862,-0.158924273,0.87540082,0.993257993,-4.77148554
seq.24915.123,Calpain-13,CAN13,Q6MZZ7,-0.017450667,12.02680847,-0.158773259,0.875518174,0.993257993,-4.771493169
seq.23401.3,DAZ-associated protein 1,DAZP1,Q96EP5,0.123877841,10.3381345,0.158614082,0.875641875,0.993257993,-4.771501203
seq.11302.237,Tenascin-R,TENR,Q92752,0.021331897,11.25925567,0.158398651,0.875809298,0.993257993,-4.771512064
seq.4834.61,Ephrin type-A receptor 2,Epithelial cell kinase,P29317,-0.025793307,10.85535938,-0.158248837,0.87592573,0.993257993,-4.771519607
seq.25060.18,NADP-dependent malic enzyme,MAOX,P48163,0.051716605,10.33825669,0.158031059,0.876094987,0.993257993,-4.771530561
seq.6352.8,Insulin receptor-related protein,INSRR,P14616,-0.028240801,9.24337376,-0.15732717,0.876642092,0.993257993,-4.771565861
seq.18307.71,Inorganic pyrophosphatase 2; mitochondrial,PPase 2,Q9H2U2,-0.019950572,12.38321896,-0.157320548,0.87664724,0.993257993,-4.771566192
seq.5097.14,Killer cell immunoglobulin-like receptor 3DS1,KI3S1,Q14943,0.012839982,10.6374921,0.157124092,0.876799949,0.993257993,-4.771576016
seq.5264.65,Calreticulin,calreticulin,P27797,-0.027935152,10.70675666,-0.157012925,0.876886362,0.993257993,-4.77158157
seq.2617.56,Receptor tyrosine-protein kinase erbB-3,ERBB3,P21860,0.032149574,12.39079008,0.156928261,0.876952176,0.993257993,-4.771585797
seq.15483.377,Agrin,Agrin,O00468,0.041301994,11.77797793,0.156815495,0.877039837,0.993257993,-4.771591423
seq.9068.17,Janus kinase and microtubule-interacting protein 3,JKIP3,Q5VZ66,-0.026183003,12.04964583,-0.156796663,0.877054476,0.993257993,-4.771592362
seq.8971.9,Neurexin-1,NRX1A,Q9ULB1,-0.060611362,10.40052317,-0.156778538,0.877068566,0.993257993,-4.771593266
seq.7018.10,Ribosome biogenesis protein TSR3 homolog,TSR3,Q9UJK0,0.010977365,9.383915305,0.156488767,0.877293833,0.993257993,-4.771607702
seq.14102.6,Granulysin,Granulysin,P22749,0.053298899,10.80523102,0.156267479,0.877465868,0.993257993,-4.771618709
seq.8107.12,Transmembrane protein 234,TM234,Q8WY98,-0.033198193,9.403935666,-0.156120008,0.877580519,0.993257993,-4.771626035
seq.3148.49,Gro-beta,Gro-b,P19875,-0.038532444,12.78141915,-0.156018035,0.8776598,0.993257993,-4.771631097
seq.13514.121,Ras-related protein Rab-35,Rab-1C,Q15286,-0.016916088,9.80960214,-0.156000653,0.877673314,0.993257993,-4.77163196
seq.8340.9,Beta-defensin 110,DB110,Q30KQ9,-0.015379675,9.772348396,-0.155821039,0.877812961,0.993257993,-4.771640867
seq.3310.62,Low affinity immunoglobulin gamma Fc region receptor II-b,FCG2B,P31994,0.079104141,10.42490733,0.155795472,0.87783284,0.993257993,-4.771642134
seq.9392.43,Alpha-1;3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A,MGT4A,Q9UM21,0.035560798,11.95384118,0.15571395,0.877896223,0.993257993,-4.771646172
seq.22586.24,Butyrophilin subfamily 2 member A2,BT2A2,Q8WVV5,-0.032450964,10.78365805,-0.155670741,0.877929819,0.993257993,-4.771648312
seq.22818.4,Tricarboxylate transport protein; mitochondrial,TXTP,P53007,0.016475974,11.8172863,0.155527116,0.878041492,0.993257993,-4.77165542
seq.4545.53,Mitochondrial import inner membrane translocase subunit TIM14,DnaJ homolog,Q96DA6,-0.016103206,9.697421666,-0.154933354,0.878503185,0.993257993,-4.771684737
seq.22490.16,Lipocalin-like 1 protein,LCNL1,Q6ZST4,-0.013873305,9.100894248,-0.154932127,0.878504139,0.993257993,-4.771684798
seq.22960.8,Low affinity immunoglobulin gamma Fc region receptor II-b,FCG2B,P31994,-0.084161224,12.65704567,-0.154844858,0.878572001,0.993257993,-4.771689097
seq.13948.50,Gamma-aminobutyric acid type B receptor subunit 2:Extracellular domain,GABR2:ECD,O75899,-0.051494541,10.719433,-0.154831848,0.878582118,0.993257993,-4.771689738
seq.12939.1,DNA-directed RNA polymerases I and III subunit RPAC1,RPAC1,O15160,-0.048864485,9.826830667,-0.15462502,0.878742954,0.993257993,-4.771699917
seq.8702.42,Osteoclast-associated immunoglobulin-like receptor,OSCAR,Q8IYS5,-0.019435956,10.09381944,-0.154490558,0.87884752,0.993257993,-4.771706527
seq.24290.5,Uncharacterized protein C20orf202,CT202,A1L168,0.021506265,11.13148949,0.154453428,0.878876395,0.993257993,-4.771708352
seq.16845.15,Myelin protein zero-like protein 1,MPZL1,O95297,-0.01460195,10.09227046,-0.154215613,0.879061341,0.993257993,-4.771720026
seq.21903.6,Integrin alpha L beta 2,Integrin aLb2,P20701|P05107,0.022891943,8.863114044,0.153898679,0.879307827,0.993257993,-4.771735557
seq.7234.12,Procollagen galactosyltransferase 2,GT252,Q8IYK4,-0.01958789,10.35060214,-0.153867533,0.879332051,0.993257993,-4.771737082
seq.25235.2,Diphthine methyltransferase,DPH7,Q9BTV6,-0.028354293,9.979910073,-0.15364839,0.879502491,0.993257993,-4.771747799
seq.3503.4,Integrin alpha-I: beta-1 complex,Integrin a1b1,P56199|P05556,-0.059954978,12.68333807,-0.153418739,0.879681111,0.993257993,-4.771759015
seq.11514.196,CD59 glycoprotein,CD59,P13987,0.023088876,13.39157311,0.153262106,0.879802942,0.993257993,-4.771766655
seq.5614.44,Corticoliberin,CRH,P06850,-0.014478336,10.58731492,-0.153104816,0.879925286,0.993257993,-4.771774319
seq.12653.13,Casein kinase I isoform gamma-2,CSNK1G2,P78368,-0.016324865,10.05547602,-0.153061979,0.879958607,0.993257993,-4.771776405
