"AptName","EntrezGeneSymbol","Target","TargetFullName","UniProt","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"seq.22148.135","FOXP3","FOXP3","Forkhead box protein P3","Q9BZS1",-0.0205766191830783,11.6626593528972,-0.461953389099326,0.646597297195504,0.823643201483912,-6.39302419121937
"seq.12597.68","ATG5","Autophagy protein 5","Autophagy protein 5","Q9H1Y0",0.0401122044992857,10.8748718929598,0.461615089528166,0.646848202165397,0.823643201483912,-6.39317030576365
"seq.20383.31","RBM18","RBM18","Probable RNA-binding protein 18","Q96H35",-0.0637086653286651,10.9270326777122,-0.461560852244358,0.646886771468795,0.823643201483912,-6.39319526028248
"seq.12817.1","GEM","GEM","GTP-binding protein GEM","P55040",0.0708958244684172,13.9134871083996,0.461538937252761,0.646902355971656,0.823643201483912,-6.39320534252494
"seq.21562.3","SCGB1D1","SG1D1","Secretoglobin family 1D member 1","O95968",-0.0221824900505325,11.126908779839,-0.460460003676983,0.647659504208187,0.824404594205339,-6.39371068074124
"seq.9573.108","TXNDC11","TXD11:C-term","Thioredoxin domain-containing protein 11:N-term","Q6PKC3",-0.0156624516263184,7.83047365296714,-0.460341122512329,0.647744093385441,0.824404594205339,-6.39376523434444
"seq.20441.35","POLR2E","RPAB1","DNA-directed RNA polymerases I; II; and III subunit RPABC1","P19388",0.0465602271367036,9.67433672167074,0.460197241100315,0.647856788038869,0.824404594205339,-6.39382170316337
"seq.7196.21","IFNW1","IFN-w","Interferon omega-1","P05000",-0.0240144633137866,9.80709331806293,-0.459809355924396,0.648123828047843,0.824524695378507,-6.39400788360771
"seq.7097.8","CDY1","CDY1","Testis-specific chromodomain protein Y 1","Q9Y6F8",0.032537449543975,9.48671906741176,0.459542055354629,0.648323080966657,0.824524695378507,-6.39412204330713
"seq.22476.115","HOXD4","HXD4","Homeobox protein Hox-D4","P09016",-0.0410391901733096,11.0712908290613,-0.45935138835112,0.648458804767194,0.824524695378507,-6.39420936641274
"seq.15455.40","ADAM15","ADA15:ECD","Disintegrin and metalloproteinase domain-containing protein 15:Extracellular domain","Q13444",0.0678322882772235,13.0968674547779,0.459349779686159,0.648459949925769,0.824524695378507,-6.39421010300868
"seq.11324.3","PXDNL","PXDNL","Peroxidasin-like protein","A1KZ92",0.035235764282918,10.465183618259,0.459228698467541,0.648545292891756,0.824524695378507,-6.39426632644976
"seq.5076.53","EPHA10","EPHAA","Ephrin type-A receptor 10","Q5JZY3",0.0204495603795376,8.02744819422812,0.458634077140323,0.648959251202957,0.824899843212551,-6.39454704681424
"seq.10605.22","APMAP","APMAP","Adipocyte plasma membrane-associated protein","Q9HDC9",-0.0261673199329895,8.20255818428334,-0.458284460367713,0.649213428213202,0.824994691573947,-6.39470203107093
"seq.20957.57","NUDT10","NUD10","Diphosphoinositol polyphosphate phosphohydrolase 3-alpha","Q8NFP7",-0.0191380858537329,9.4490152173123,-0.458195435387812,0.649271654515827,0.824994691573947,-6.39474747697863
"seq.25299.11","NCOA7","NCOA7","Nuclear receptor coactivator 7","Q8NI08",0.105285594442138,11.2820382452298,0.457669062558499,0.649656871082798,0.825333033402331,-6.3949782968456
"seq.21661.82","FAM20C","DMP4","Dentin matrix protein 4","Q8IXL6",-0.0225433089197367,16.181115381442,-0.455951018464631,0.650871142635504,0.82672430143653,-6.39577005694842
"seq.7813.6","ALPP","Alkaline phosphatase; placental","Alkaline phosphatase; placental type","P05187",0.021787695258551,8.14641753524004,0.455463741854098,0.651219063718545,0.827014839521043,-6.39599100287647
"seq.21599.6","CTH","CGL","Cystathionine gamma-lyase","P32929",-0.0226249736990756,8.54179709979702,-0.454305066828464,0.652046969969124,0.827914716306634,-6.39651518263088
"seq.13636.20","NAP1L1","NP1L1","Nucleosome assembly protein 1-like 1","P55209",0.0823068641613212,13.0219994030865,0.454006277294571,0.652268569880125,0.827923621270279,-6.39664276863099
"seq.13704.5","HMGCS2","HMCS2","Hydroxymethylglutaryl-CoA synthase; mitochondrial","P54868",-0.0233713479935869,9.19597186536229,-0.453961622093408,0.652292612405911,0.827923621270279,-6.39667015867488
"seq.10894.25","SCGN","Secretagogin","Secretagogin","O76038",-0.0615960833793814,8.99379457578723,-0.453737857992123,0.652460137225784,0.827984801062494,-6.39676422538509
"seq.21272.100","RTRAF","CN166","UPF0568 protein C14orf166","Q9Y224",-0.0405219136286821,9.02950747553877,-0.453213202521979,0.652834645663478,0.828286487042993,-6.39700142090968
"seq.9363.11","CT55","CX048","Cancer/testis antigen 55","Q8WUE5",-0.0270999812043229,10.3399763330276,-0.452954905408929,0.653011459799791,0.828286487042993,-6.3971250557894
"seq.9316.67","WFDC1","WFDC1","WAP four-disulfide core domain protein 1","Q9HC57",-0.051425589558928,13.27758122169,-0.452893784053488,0.653055969248049,0.828286487042993,-6.39715185892027
"seq.11462.8","RBFOX2","RBM9","RNA binding protein fox-1 homolog 2","O43251",0.0193116444003696,9.20339770364039,0.452507800004181,0.653328202391692,0.828480335598675,-6.39732916479681
"seq.12484.67","PITPNB","PIPNB","Phosphatidylinositol transfer protein beta isoform","P48739",0.0259244969103349,11.8358418388537,0.451969223824155,0.653712880979619,0.828595505707941,-6.3975719771704
"seq.23591.9","EXD1","EXD1","piRNA biogenesis protein EXD1","Q8NHP7",-0.0461227004613463,12.1832143895443,-0.451885216805867,0.65377943482021,0.828595505707941,-6.397603839794
"seq.22078.4","TAT","ATTY","Tyrosine aminotransferase","P17735",0.0130125281379012,10.9291294711874,0.451596732218571,0.653978989354739,0.828595505707941,-6.3977397443465
