pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,0.922058823529412,0.99958724824992,0.0352404270679709,0.19240788263466,0.707162963570952,44,TAX1BP1|NR1H2|GSTP1|PXDN|TREM2|PPARG|PIAS4|USP25|PYDC1,GO_BP
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.0186430292462868,0.401495922884151,0.352487857583619,0.45571580763506,1.51512897187978,28,SELENOS|ATF6B|NR1H2|DDRGK1|PRKN|CREB3L1|USP25|CLU|HSPA1A|PARK7|ALOX5|USP14|RACK1|AKT3|AKT1,GO_BP
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.842227378190255,0.990336445534085,0.0280810636309052,0.178118545413417,0.859403055207744,244,ACP5|C5|SELENOS|C1QTNF1|SERPINF2|WNT3A|METRNL|IL17A|GNAS|LRFN5|IL22RA1|APOE|NR1H2|HLA-E|GSTP1|RB1|PSMA1|TIGIT|SOCS3|NECTIN2|TGFB1|FNDC4|RPS19|NLRP4|SAA1|AURKB|PLCG1|PGLYRP1|GHRL|IL4|TREM2|C1QTNF3|KLRC1|FOXP3|PPARG|SPP1|YES1|IER3|LTF|SERPING1|ENPP3|VTN|IFI16|TNF|SMAD3|PLA2G10|HAVCR2|OTULIN|CXCL13|HGF|INPP5D|ELANE|GREM1|SYT11|DHX58|HDAC6|KLRK1|SERPINB9|PLAUR|CCN3|LGALS9|PARP1|KLF4|MVK|CXCL17|MDK|ADA|ALOX5|CST7|CTNNA2,GO_BP
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,0.0952380952380952,0.620855937311633,0.271288554688953,-0.273489997822531,-1.22019762626987,67,EPHA4|INPP5F|REG3A|PROC|DSG2|FAP|CD109|PLG|PRKG1|RGMA|NEO1|ANXA2|CD9|PTEN|PDGFRA|PTPRS|F2,GO_BP
GOBP_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,0.239473684210526,0.785534696614147,0.144630528034484,-0.434048543288682,-1.20857456984188,10,MYOC|BCL6|MET|ARHGAP30|CUL3,GO_BP
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS,0.195987654320988,0.760244852970122,0.119887845115423,0.376214805164433,1.22781233831137,26,HNRNPAB|RBM24|HNRNPC|CSDE1|TIRAP|AXIN2|ELAVL1|HNRNPD|METTL1|ZCCHC17,GO_BP
GOBP_NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,0.00076151405144048,0.0741961663633225,0.477270815362862,0.287077156308507,1.44852433560197,457,ENO1|PITX2|SATB1|UBE2D3|HCLS1|MBD1|NAB1|PRNP|CCNE1|JUN|NUDT16|NELFE|ZNF175|DRAP1|IFNG|HMGB1|HES6|FCN3|SMAD2|SPDEF|PEX14|SATB2|UBE2D1|TXNIP|VDR|HNRNPAB|BIRC5|ZC3H8|HIF1A|NR1H2|MYB|GSTP1|SQSTM1|PRKN|RB1|PIAS3|MAGEB10|TNFSF11|RBM24|FBLN5|CEBPA|HNRNPC|ANKRD1|BATF3|SUDS3|DEAF1|ZNF263|CEBPB|MLX|TGFB1|NPM1|SFRP2|HDAC8|PPM1F|VEGFA|AURKB|HIF1AN|CBX5|EZH2|DR1|ZBTB16|CSDE1|IL4|IRF1|TENM2|TNFSF4|SMURF2|FOXP3|FOXP4|CREB3L1|PPARG|RNF8|PIAS4|IRF8|APOBEC3G|MAZ|ZBTB10|C1D|BTG2|COPS2|TMPRSS6|MUC1|HAMP|SAP18|SF1|IFI16|TNF|SMAD3|MAX|SNCA|DNMT3L|PLA2G10|MDM4|RTF1|HHEX|TIRAP|SIRT1|CGGBP1|YWHAQ|AXIN2|BASP1|NEUROG3|POLE3|ID2|HSPA1A|SFRP1|ELANE|LDB2|YY1|CBX7|GREM1|ELAVL1|WNT10B|HNRNPD|TADA3|SIRT6|CREBZF|ACVR2B|ZHX3|HDAC6|NFATC4|YWHAB|H1-2|STAT1|FOXG1|BCL7A|SET|HOPX|KDM8|PA2G4|BACH1|MNX1|ANKRD2|RBBP4|PARP1|FST|XCL1|ETV7|KLF4|CTNNB1|YAP1|BARD1|CBX2|NONO|HEXIM1|NOG|FOXO3|XRCC6|TRIM27|METTL1|ZCCHC17|SEMA4D|CBX1|RUNX3|WDR5|RBFOX2|HDAC4|SARS1|MXI1|SOX2|HBZ|FBP1|MAP2K5|MAFG,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SECRETION,0.378571428571429,0.849253266957063,0.0760837160951725,0.260231817176056,1.05634115242124,73,VPS4B|GJA1|APOE|OSM|PRKN|FMR1|FAM3D|GHRL|SYTL4|INHBB|CD84|CRHBP|NPFF|CRH|TRH|TNF|SNCA|VAMP8|SYT11|WNK3|CCN3|LGALS9|CHGA|LIF|INHBA|ADA,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.732590529247911,0.973041380648892,0.0764767053228531,-0.246014956435768,-0.83451745040005,21,ELL3|CD44|TRIAP1|CSNK2A1,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND,0.827195467422096,0.987236539684092,0.0711327399327894,-0.218601342049678,-0.774356572658855,25,UNC5B|CTNNA1,GO_BP
